"FIRM","PLATFORM_NAME","STRATEGY","SHARE_CLASS","TICKER","INVESTMENT_TYPE","ADDED_DATE","PLATFORM_TYPE","PLATFORM_DEF","IPD_NAME","NAM_NAME","CLEARING_FIRM"
"AVANTAX","Vest Advisor","Franklin Strategic Mortgage Portfolio","Advisor","FSMZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Tennessee Municipal Bond Fund","Advisor","FTMZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Total Return Fund","Advisor","FBDAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin U.S. Government Securities Fund","A1","FKUSX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin U.S. Government Securities Fund","Advisor","FUSAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Utilities Fund","A","FKUQX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Utilities Fund","A1","FKUTX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Utilities Fund","Advisor","FRUAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Virginia Tax-Free Income Fund","Advisor","FRVZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton China World Fund","Advisor","TACWX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Developing Markets Trust","A","TEDMX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Developing Markets Trust","Advisor","TDADX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Emerging Markets Small Cap Fund","Advisor","TEMZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Foreign Fund","A","TEMFX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Foreign Fund","Advisor","TFFAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Frontier Markets Fund","Advisor","FFRZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Balanced Fund","A1","TINCX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Balanced Fund","Advisor","TZINX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Bond Fund","A","TPINX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Bond Fund","Advisor","TGBAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Smaller Companies Fund","A","TEMGX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Smaller Companies Fund","Advisor","TGSAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Total Return Fund","A","TGTRX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Global Total Return Fund","Advisor","TTRZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Growth Fund, Inc.","A","TEPLX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton Growth Fund, Inc.","Advisor","TGADX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton International Bond Fund","Advisor","FIBZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton World Fund","A","TEMWX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Templeton World Fund","Advisor","TWDAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","TIF Foreign Smaller Companies Series","Advisor","TFSCX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","TIF International Equity Series","Primary","TFEQX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AXA","(MAN) Manager Access Network","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"SMA","SMA Program, RIA version of Manager Select"," ","Kendra Myers Williamson"," "
"AXA","(MAN) Manager Access Network","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"SMA","SMA Program, RIA version of Manager Select"," ","Kendra Myers Williamson"," "
"AXA","(MAN) Manager Access Network","Templeton International Equity SMA"," ","SMA","SMA",0,"SMA","SMA Program, RIA version of Manager Select"," ","Kendra Myers Williamson"," "
"AXA","(MAN) Manager Access Network","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"SMA","SMA Program, RIA version of Manager Select"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","All Franklin Templeton Mutual Funds (A and C Share Class)"," ","","Mutual Fund",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Asia ex Japan ETF"," ","FLAX","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Australia ETF"," ","FLAU","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Brazil ETF"," ","FLBR","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Canada ETF"," ","FLCA","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE China ETF"," ","FLCH","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Europe ETF"," ","FLEE","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Europe Hedged ETF"," ","FLEH","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE France ETF"," ","FLFR","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Germany ETF"," ","FLGR","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Hong Kong ETF"," ","FLHK","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE India ETF"," ","FLIN","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Italy ETF"," ","FLIY","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Japan ETF"," ","FLJP","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Japan Hedged ETF"," ","FLJH","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Mexico ETF"," ","FLMX","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Russia ETF"," ","FLRU","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE South Korea ETF"," ","FLKR","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Switzerland ETF"," ","FLSW","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE Taiwan ETF"," ","FLTW","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin FTSE United Kingdom ETF"," ","FLGB","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin Liberty Intermediate Municipal Opportunities ETF"," ","FLMI","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin Liberty Investment Grade Corporate ETF"," ","FLCO","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin Liberty Municipal Bond ETF"," ","FLMB","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin Liberty Short Duration U.S. Government ETF"," ","FTSD","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin Liberty U.S. Low Volatility ETF"," ","FLLV","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin LibertyQ Emerging Markets ETF"," ","FLQE","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin LibertyQ Global Dividend ETF"," ","FLQD","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin LibertyQ Global Equity ETF"," ","FLQG","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin LibertyQ International Equity Hedged ETF"," ","FLQH","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin LibertyQ U.S. Equity ETF"," ","FLQL","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin LibertyQ U.S. Mid Cap Equity ETF"," ","FLQM","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Brokerage","Franklin LibertyQ U.S. Small Cap Equity ETF"," ","FLQS","ETF",0,"Brokerage","Brokerage Platform (Commission based)"," ","Kendra Myers Williamson"," "
"AXA","Envestnet PMC","Franklin Templeton PMC ActivePassive Portfolios"," ","","FT Branded Model",0,"Third Party Discretionary","Third Party Model platform avaialble through Envestnet"," ","Kendra Myers Williamson"," "
"AXA","Manager Select","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"SMA","SMA Program, Min Account Size $50,000"," ","Kendra Myers Williamson"," "
"AXA","Manager Select","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"SMA","SMA Program, Min Account Size $50,000"," ","Kendra Myers Williamson"," "
"AXA","Manager Select","Templeton International Equity SMA"," ","SMA","SMA",0,"SMA","SMA Program, Min Account Size $50,000"," ","Kendra Myers Williamson"," "
"AXA","Manager Select","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"SMA","SMA Program, Min Account Size $50,000"," ","Kendra Myers Williamson"," "
"AXA","Manager Select- Recommended","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"Recommended List","Recommended for SMAs"," ","Kendra Myers Williamson"," "
"AXA","Manager Select- Recommended","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"Recommended List","Recommended for SMAs"," ","Kendra Myers Williamson"," "
"AXA","MWP- Model Wealth Portfolios","Franklin Templeton Income Portfolio"," ","","FT Branded Model",0,"Home Office Discretionary","Home Office Discretionary Models comprised of Mutual Funds, ETFs, Closed-end Funds"," ","Kendra Myers Williamson"," "
"AXA","MWP- Model Wealth Portfolios","Franklin Templeton Tax Aware Portfolio"," ","","FT Branded Model",0,"Home Office Discretionary","Home Office Discretionary Models comprised of Mutual Funds, ETFs, Closed-end Funds"," ","Kendra Myers Williamson"," "
"AXA","MWP- Model Wealth Portfolios","Templeton Global Bond Fund","Advisor","TGBAX","Mutual Fund",0,"Home Office Discretionary","Home Office Discretionary Models comprised of Mutual Funds, ETFs, Closed-end Funds"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin DynaTech Fund","Advisor","FDYZX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Equity Income Fund","Advisor","FEIFX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Federal Intermediate-Term Tax-Free Income Fund","Advisor","FITZX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Federal Limited-Term Tax-Free Income Fund","Advisor","FTFZX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Federal Tax-Free Income Fund","Advisor","FAFTX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Floating Rate Daily Access Fund","Advisor","FDAAX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Growth Fund","Advisor","FCGAX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin High Income Fund","Advisor","FVHIX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin High Yield Tax-Free Income Fund","Advisor","FHYVX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Income Fund","Advisor","FRIAX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
"AXA","Research Covered","Franklin Mutual Beacon Fund","Z","BEGRX","Mutual Fund",0,"Approved List","Mutual Funds Covered by LPL Research. (Mutual Funds must be covered by LPL research to be included in MWP Models)"," ","Kendra Myers Williamson"," "
